invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
I228927,C210281,Clothing,5,3949.26,20-10-2022,Kanyon
I188998,C335736,Souvenir,3,5574.98,08-12-2022,Kanyon
I766220,C261615,Clothing,3,1615.04,11-01-2021,Istinye Park
I335154,C643407,Technology,3,2586.42,25-12-2022,Viaport Outlet
I540759,C292254,Shoes,5,3811.14,08-07-2022,Kanyon
I271746,C179577,Clothing,2,1269.76,06-12-2022,Istinye Park
I155226,C151242,Technology,5,4069.12,20-10-2021,Mall of Istanbul
I180897,C544703,Clothing,4,6399.91,16-06-2022,Kanyon
I294560,C371777,Shoes,4,1555.29,20-09-2021,Istinye Park
I107815,C250406,Food & Beverage,5,9699.37,04-03-2021,Emaar Square Mall
I314154,C735056,Food & Beverage,3,9833.61,19-04-2021,Mall of Istanbul
I283308,C329657,Shoes,3,3750.7,22-12-2021,Mall of Istanbul
I212399,C215387,Toys,5,9710.97,11-02-2022,Mall of Istanbul
I187398,C241395,Food & Beverage,3,5557.3,18-06-2022,Forum Istanbul
I112479,C353040,Toys,3,5786.98,11-12-2022,Mall of Istanbul
I248936,C325591,Toys,5,5074.06,20-09-2022,Istinye Park
I315526,C143416,Clothing,1,7894.54,01-05-2021,Kanyon
I202923,C193380,Toys,3,7904.22,18-07-2021,Mall of Istanbul
I324544,C237214,Clothing,2,5307.17,04-05-2022,Mall of Istanbul
I153104,C223048,Food & Beverage,3,865.58,31-03-2022,Kanyon
I155064,C163160,Clothing,2,5021.96,16-07-2022,Cevahir AVM
I316418,C169291,Clothing,2,8858.74,21-08-2022,Viaport Outlet
I173979,C259991,Cosmetics,2,8094.73,01-11-2021,Viaport Outlet
I619858,C148773,Clothing,2,572.21,16-01-2023,Mall of Istanbul
I196541,C878828,Clothing,3,1987.49,22-10-2021,Metropol AVM
I333550,C800034,Cosmetics,1,7661.92,13-01-2023,Emaar Square Mall
I312124,C733425,Shoes,4,5861.9,25-12-2022,Mall of Istanbul
I170189,C140605,Cosmetics,3,629.88,22-04-2021,Mall of Istanbul
I174236,C321800,Clothing,2,9567.14,19-07-2022,Mall of Istanbul
I166150,C263684,Clothing,2,7592.98,03-03-2021,Istinye Park
I345709,C814670,Books,2,4412.02,15-06-2022,Kanyon
I239148,C210508,Souvenir,5,7680.48,02-02-2022,Kanyon
I328400,C157910,Shoes,2,1979.96,27-07-2021,Kanyon
I247311,C239720,Clothing,4,8804.96,06-02-2023,Kanyon
I249518,C107883,Clothing,1,6214.07,27-09-2022,Emaar Square Mall
I293479,C131350,Toys,5,7775.04,10-02-2022,Viaport Outlet
I156218,C248412,Technology,2,1118.36,19-06-2021,Mall of Istanbul
I760968,C810365,Food & Beverage,1,3508.45,28-02-2021,Mall of Istanbul
I563791,C503239,Cosmetics,4,4984.16,16-03-2021,Forum Istanbul
I523229,C637837,Food & Beverage,3,5342.77,24-07-2021,Kanyon
I556339,C331451,Cosmetics,2,1768.19,23-09-2022,Zorlu Center
I258908,C139785,Toys,5,5734.9,15-11-2022,Mall of Istanbul
I247340,C339543,Food & Beverage,3,864.83,18-11-2022,Kanyon
I337747,C303005,Shoes,5,3718.8,20-04-2021,Metrocity
I269599,C194939,Cosmetics,1,96.52,23-01-2022,Forum Istanbul
I298490,C896870,Toys,1,4074.56,15-10-2021,Mall of Istanbul
I101366,C927671,Clothing,2,8861.44,19-10-2021,Kanyon
I230926,C666622,Shoes,4,2802.29,13-06-2021,Metropol AVM
I422224,C197434,Books,5,8617.73,02-01-2021,Metrocity
I183818,C171498,Clothing,1,5097.43,27-08-2022,Zorlu Center
I426348,C306106,Clothing,4,3827.8,20-01-2023,Zorlu Center
I293149,C665394,Shoes,1,654.67,09-01-2021,Zorlu Center
I276789,C800513,Clothing,1,5201.17,21-10-2022,Mall of Istanbul
I259936,C280433,Souvenir,5,3336.15,01-12-2022,Mall of Istanbul
I125320,C223584,Technology,3,6768.75,17-03-2021,Cevahir AVM
I106252,C305330,Shoes,1,4011.32,21-12-2022,Istinye Park
I236101,C563857,Clothing,1,4691.49,18-01-2021,Mall of Istanbul
I153973,C327923,Clothing,1,7497.61,11-11-2022,Mall of Istanbul
I252533,C594234,Shoes,5,764.07,11-05-2021,Metropol AVM
I790162,C157073,Clothing,3,3377.94,03-02-2021,Istinye Park
I144518,C116676,Clothing,3,4941.25,25-01-2022,Mall of Istanbul
I675126,C234576,Cosmetics,1,2480.63,12-07-2021,Kanyon
I168415,C227747,Souvenir,3,6421.69,14-12-2021,Kanyon
I201716,C283728,Books,3,6619.33,11-07-2021,Istinye Park
I177867,C134815,Souvenir,3,7885.56,14-05-2022,Metrocity
I101370,C313925,Toys,5,2997.85,22-10-2021,Kanyon
I233117,C293953,Clothing,3,6292.17,29-07-2021,Metrocity
I600638,C236334,Food & Beverage,5,3555.65,07-01-2023,Mall of Istanbul
I213643,C123724,Food & Beverage,5,780.24,19-01-2023,Viaport Outlet
I777654,C141299,Clothing,5,6060.4,06-06-2021,Kanyon
I219134,C721069,Souvenir,1,2498.62,14-12-2022,Zorlu Center
I860514,C132036,Shoes,5,7633.93,14-07-2022,Emaar Square Mall
I897278,C154012,Books,2,1766.87,18-08-2021,Metrocity
I151882,C422323,Clothing,3,5232.86,30-11-2022,Kanyon
I323122,C206169,Shoes,4,3858.09,15-03-2022,Cevahir AVM
I261267,C255903,Technology,4,8608.78,27-07-2022,Kanyon
I401494,C145168,Cosmetics,1,5562.32,14-07-2022,Metropol AVM
I140171,C290880,Clothing,5,7126.47,09-01-2022,Metropol AVM
I644170,C192169,Technology,2,2467.02,29-05-2021,Kanyon
I239817,C157339,Food & Beverage,5,9151.51,14-12-2021,Cevahir AVM
I673630,C149577,Clothing,5,1154.36,21-06-2021,Metrocity
I106928,C609146,Food & Beverage,1,3634.38,14-12-2021,Kanyon
I152121,C162933,Shoes,4,120.66,22-07-2022,Forum Istanbul
I260046,C112021,Technology,3,8521.04,09-09-2022,Kanyon
I124889,C300013,Clothing,4,5670.29,17-02-2021,Mall of Istanbul
I610245,C283489,Shoes,2,1134.9,05-06-2021,Metrocity
I520291,C162892,Books,5,6101.61,04-11-2022,Kanyon
I346990,C303860,Books,3,1760.6,22-01-2023,Mall of Istanbul
I190971,C208528,Toys,3,4.28,05-04-2021,Zorlu Center
I216719,C186234,Clothing,1,4781.81,21-02-2021,Istinye Park
I187488,C559418,Clothing,1,4042.11,01-01-2023,Kanyon
I147119,C400058,Clothing,1,6488.05,18-03-2022,Metrocity
I105690,C198888,Clothing,4,9076.14,01-06-2021,Kanyon
I188669,C314934,Clothing,4,5585.05,23-10-2022,Metrocity
I220799,C326833,Clothing,2,7962.56,03-02-2023,Forum Istanbul
I185505,C198464,Food & Beverage,5,6507.18,06-12-2022,Metropol AVM
I143773,C268641,Food & Beverage,1,7900.65,20-02-2021,Kanyon
I290925,C144629,Cosmetics,5,8542.12,25-04-2021,Mall of Istanbul
I819187,C904550,Shoes,1,1276.01,17-08-2021,Kanyon
I184706,C306303,Clothing,3,8369.78,06-03-2021,Metropol AVM
I125741,C319128,Shoes,1,7817.71,25-01-2023,Istinye Park
I173538,C164086,Cosmetics,5,7335.62,01-09-2021,Metrocity
I238155,C460307,Souvenir,4,760.03,09-06-2021,Metrocity
I323229,C643951,Food & Beverage,1,5391.75,25-10-2021,Kanyon
I205038,C180530,Technology,5,6145.46,05-12-2022,Kanyon
I693858,C283325,Clothing,5,1258.26,18-01-2021,Istinye Park
I252553,C789405,Clothing,1,5036.39,18-02-2022,Zorlu Center
I738959,C875660,Clothing,1,9693.65,04-02-2021,Istinye Park
I175941,C254609,Food & Beverage,4,6615.27,18-09-2021,Metropol AVM
I182251,C268826,Toys,5,6068.86,04-08-2022,Kanyon
I873087,C428977,Clothing,3,5735.12,28-03-2021,Metrocity
I292165,C184107,Clothing,3,2559.99,09-02-2023,Emaar Square Mall
I162964,C308569,Toys,5,4869.61,22-02-2022,Metropol AVM
I157300,C479523,Clothing,4,9425.74,15-10-2021,Istinye Park
I150066,C314376,Cosmetics,1,2590.82,28-06-2021,Emaar Square Mall
I224985,C245923,Shoes,4,9744.44,07-01-2021,Mall of Istanbul
I986693,C189312,Books,2,8583.18,24-02-2021,Istinye Park
I304356,C285136,Clothing,5,7019.34,18-03-2021,Emaar Square Mall
I213297,C555992,Food & Beverage,4,3683.94,03-02-2022,Viaport Outlet
I311367,C309654,Food & Beverage,4,8006.99,18-02-2021,Kanyon
I581294,C142497,Food & Beverage,2,6800.2,14-01-2023,Cevahir AVM
I246939,C309117,Clothing,3,797.48,18-07-2021,Zorlu Center
I981626,C641269,Clothing,5,5539.02,26-02-2021,Istinye Park
I455572,C751672,Books,2,1249.89,29-06-2021,Zorlu Center
I564482,C317186,Clothing,3,1583.41,31-05-2022,Metropol AVM
I823908,C230931,Shoes,1,2963.63,26-03-2021,Kanyon
I253994,C130792,Clothing,4,5851.67,04-03-2023,Istinye Park
I133411,C233028,Souvenir,4,1813.56,06-09-2021,Zorlu Center
I115197,C207135,Clothing,3,2788.95,10-06-2021,Mall of Istanbul
I185033,C101250,Food & Beverage,5,2884.5,24-11-2022,Mall of Istanbul
I154894,C172979,Shoes,5,1288.5,02-02-2023,Metropol AVM
I206344,C104092,Food & Beverage,2,4736.2,15-04-2021,Kanyon
I759785,C330046,Cosmetics,5,8510.3,02-01-2022,Forum Istanbul
I395023,C269036,Clothing,5,6062.47,08-02-2021,Metrocity
I165190,C236093,Clothing,4,7456.26,15-01-2021,Istinye Park
I186960,C291685,Cosmetics,1,8471.91,26-10-2021,Metropol AVM
I578568,C891411,Clothing,4,4623.03,04-12-2021,Metrocity
I227262,C113936,Food & Beverage,1,3157.18,17-08-2021,Metropol AVM
I226849,C746017,Clothing,4,5299.45,14-10-2022,Metropol AVM
I298330,C168401,Clothing,1,3455.19,19-04-2022,Forum Istanbul
I163180,C236901,Clothing,2,2657.06,31-01-2021,Mall of Istanbul
I155311,C400051,Clothing,5,45.51,01-01-2023,Kanyon
I279997,C144345,Toys,2,5900.34,21-06-2021,Kanyon
I776416,C128813,Technology,1,2634.19,14-09-2022,Mall of Istanbul
I146056,C123890,Clothing,4,9955.0,25-01-2023,Cevahir AVM
I303098,C312248,Clothing,3,2303.75,12-05-2021,Metrocity
I327901,C321736,Food & Beverage,3,9043.96,13-07-2021,Mall of Istanbul
I154369,C147500,Clothing,5,6886.59,30-08-2021,Metrocity
I579493,C894321,Clothing,2,506.17,09-03-2021,Metrocity
I219913,C309611,Clothing,4,9956.27,24-04-2021,Metropol AVM
I468728,C137715,Toys,4,4551.2,16-03-2021,Metrocity
I534127,C265716,Cosmetics,1,1280.39,02-04-2022,Metropol AVM
I933451,C292785,Clothing,3,9112.29,16-10-2022,Kanyon
I272104,C977525,Toys,4,3845.76,04-03-2022,Forum Istanbul
I387978,C309111,Cosmetics,3,9295.96,16-10-2021,Viaport Outlet
I148955,C109565,Food & Beverage,2,2818.28,17-07-2021,Metrocity
I196069,C106708,Clothing,1,5440.65,20-11-2021,Kanyon
I224489,C173382,Cosmetics,5,2247.49,12-11-2022,Istinye Park
I320908,C272509,Shoes,1,8641.68,03-01-2021,Metropol AVM
I171944,C290610,Shoes,4,4355.94,19-07-2022,Kanyon
I311216,C139705,Clothing,5,9842.37,16-05-2021,Cevahir AVM
I289679,C260310,Clothing,4,9136.51,31-03-2022,Istinye Park
I242887,C191744,Cosmetics,4,174.11,22-11-2022,Metrocity
I206424,C941142,Toys,3,4653.98,29-06-2022,Viaport Outlet
I127659,C264277,Clothing,2,8246.33,21-04-2022,Emaar Square Mall
I326279,C183250,Food & Beverage,5,8663.78,18-07-2021,Forum Istanbul
I189590,C290218,Technology,2,3259.58,21-04-2021,Metropol AVM
I459017,C231634,Toys,5,1200.04,09-04-2021,Mall of Istanbul
I256170,C730676,Clothing,4,9612.77,05-02-2022,Mall of Istanbul
I239581,C107285,Food & Beverage,1,262.91,23-01-2022,Mall of Istanbul
I189504,C293737,Souvenir,2,902.61,17-01-2022,Mall of Istanbul
I196243,C339730,Technology,5,7239.25,01-09-2022,Metropol AVM
I103453,C907292,Clothing,5,9041.49,28-01-2022,Mall of Istanbul
I171404,C404542,Clothing,5,6660.84,17-08-2022,Emaar Square Mall
I238299,C141467,Books,1,9362.3,27-07-2021,Mall of Istanbul
I904407,C285993,Clothing,4,3524.47,06-10-2021,Forum Istanbul
I114879,C463960,Cosmetics,1,5256.14,25-09-2021,Kanyon
I446987,C287337,Clothing,3,7540.88,11-10-2021,Metropol AVM
I310070,C104957,Clothing,1,1294.85,01-11-2021,Metropol AVM
I111075,C102571,Toys,5,8313.03,30-05-2022,Istinye Park
I129827,C599136,Technology,5,202.61,28-12-2021,Mall of Istanbul
I263764,C199060,Books,3,7440.18,06-10-2021,Metrocity
I129823,C307517,Books,2,4173.77,20-02-2023,Viaport Outlet
I215939,C818155,Shoes,3,6476.85,27-03-2021,Kanyon
I233486,C205803,Toys,4,8778.94,30-04-2021,Mall of Istanbul
I181840,C233698,Books,4,4966.4,17-02-2023,Istinye Park
I231069,C271377,Clothing,1,9746.8,22-03-2021,Metropol AVM
I159762,C105929,Food & Beverage,5,1528.27,11-12-2022,Zorlu Center
I196396,C229446,Clothing,1,5668.57,19-08-2022,Metrocity
I209221,C517809,Cosmetics,2,7675.8,11-10-2022,Viaport Outlet
I276917,C237658,Shoes,5,7868.89,10-10-2022,Forum Istanbul
I120543,C135735,Cosmetics,4,6223.56,08-09-2022,Viaport Outlet
I194431,C228093,Food & Beverage,2,1053.36,19-02-2021,Mall of Istanbul
I149463,C330719,Clothing,4,3280.27,03-03-2023,Kanyon
I266385,C292642,Cosmetics,5,5759.81,26-05-2022,Mall of Istanbul
I268305,C467982,Clothing,2,7184.62,05-07-2021,Metropol AVM
I112049,C410940,Clothing,1,1408.46,21-01-2021,Metropol AVM
I118006,C265032,Toys,1,979.37,11-10-2021,Emaar Square Mall
I259734,C433906,Books,3,4854.25,19-10-2021,Emaar Square Mall
I584603,C305072,Cosmetics,1,3992.18,18-08-2022,Metrocity
I328910,C661268,Shoes,5,1640.94,18-01-2023,Metrocity
I112292,C259146,Cosmetics,2,7111.24,28-09-2021,Kanyon
I185990,C108554,Food & Beverage,3,9818.12,23-05-2022,Zorlu Center
I737342,C292481,Toys,5,3615.88,18-10-2021,Mall of Istanbul
I163282,C247192,Shoes,3,9269.85,09-12-2022,Kanyon
I574140,C532443,Cosmetics,5,8689.35,12-03-2022,Metropol AVM
I100694,C318405,Food & Beverage,4,7874.02,27-11-2022,Kanyon
I278310,C163060,Clothing,3,1663.17,11-03-2022,Metrocity
I275664,C207408,Clothing,5,4551.66,05-07-2022,Zorlu Center
I227013,C907176,Clothing,4,7652.51,18-02-2023,Istinye Park
I302387,C473145,Toys,5,7069.8,26-04-2021,Viaport Outlet
I954776,C805896,Cosmetics,1,626.11,27-02-2023,Metrocity
I117654,C231956,Clothing,5,1882.14,12-05-2021,Metropol AVM
I292956,C177748,Clothing,2,7887.66,08-07-2021,Metrocity
I316970,C168386,Food & Beverage,3,5426.23,02-01-2021,Metropol AVM
I285802,C506400,Clothing,4,2584.25,16-11-2022,Istinye Park
I358426,C290998,Cosmetics,2,4721.25,11-10-2022,Metrocity
I166491,C189345,Cosmetics,1,8190.78,18-06-2021,Istinye Park
I334003,C240459,Clothing,3,1238.74,26-01-2023,Mall of Istanbul
I874107,C215442,Clothing,3,1118.47,29-07-2022,Mall of Istanbul
I327976,C764655,Toys,4,3952.38,08-08-2021,Forum Istanbul
I851900,C236291,Books,1,3774.68,15-05-2022,Viaport Outlet
I768052,C287133,Shoes,1,4964.61,26-01-2022,Istinye Park
I148741,C144464,Clothing,3,6566.05,31-10-2022,Kanyon
I148099,C271102,Clothing,5,2505.3,04-08-2021,Kanyon
I189529,C100182,Souvenir,5,5192.78,16-10-2021,Istinye Park
I304823,C112796,Cosmetics,5,3799.08,19-04-2021,Kanyon
I218389,C407335,Toys,3,4539.86,02-07-2022,Viaport Outlet
I160253,C160724,Food & Beverage,2,1165.36,10-10-2021,Cevahir AVM
I646314,C208406,Toys,1,8944.96,19-08-2022,Kanyon
I205610,C286034,Shoes,4,9806.43,17-03-2022,Mall of Istanbul
I987548,C764353,Cosmetics,5,7868.06,09-09-2021,Cevahir AVM
I232243,C100852,Food & Beverage,5,4250.92,18-10-2022,Metropol AVM
I458462,C417163,Shoes,2,662.34,18-05-2022,Kanyon
I273069,C260319,Souvenir,1,4012.74,01-07-2022,Mall of Istanbul
I134829,C164531,Clothing,2,6570.29,12-11-2021,Kanyon
I373429,C221639,Clothing,5,1394.93,03-04-2022,Istinye Park
I167825,C144925,Clothing,1,5288.07,16-07-2021,Metrocity
I197498,C290546,Books,2,2044.3,24-02-2021,Kanyon
I882711,C439438,Clothing,4,6841.89,30-04-2021,Kanyon
I317468,C499525,Shoes,1,892.54,17-01-2022,Zorlu Center
I221364,C284165,Shoes,4,7805.32,24-03-2021,Zorlu Center
I201318,C924130,Food & Beverage,4,5641.15,07-10-2021,Kanyon
I274413,C316026,Food & Beverage,5,2656.74,14-04-2021,Kanyon
I380901,C320529,Clothing,4,7604.09,25-03-2021,Metrocity
I314219,C216147,Toys,2,6519.01,01-06-2022,Istinye Park
I236650,C574366,Toys,3,2923.98,15-05-2021,Zorlu Center
I276358,C277553,Toys,2,4648.26,16-02-2022,Mall of Istanbul
I319576,C107831,Toys,4,6034.31,28-08-2022,Metropol AVM
I144551,C182456,Clothing,5,393.1,13-09-2022,Metropol AVM
I266038,C328222,Cosmetics,3,1226.54,30-08-2021,Viaport Outlet
I460343,C542112,Cosmetics,1,8270.28,23-01-2021,Mall of Istanbul
I190321,C260882,Clothing,1,5952.48,10-05-2022,Mall of Istanbul
I259814,C140943,Shoes,3,6764.37,24-05-2021,Forum Istanbul
I164052,C143030,Clothing,1,5849.65,13-02-2023,Viaport Outlet
I962477,C279734,Souvenir,2,3368.14,25-10-2022,Kanyon
I314884,C139181,Cosmetics,5,992.66,19-03-2022,Kanyon
I289744,C268857,Cosmetics,5,8559.99,07-10-2021,Kanyon
I179917,C202818,Clothing,2,7121.42,29-03-2021,Kanyon
I140006,C148972,Souvenir,5,8861.81,12-04-2021,Metrocity
I570267,C124643,Clothing,1,1703.95,21-04-2021,Kanyon
I155880,C249317,Toys,5,7232.25,07-09-2022,Metrocity
I126868,C275794,Cosmetics,3,1698.61,20-04-2022,Mall of Istanbul
I128087,C334334,Technology,4,1738.5,06-05-2021,Kanyon
I235380,C589848,Clothing,3,2452.17,07-07-2022,Istinye Park
I139841,C257611,Food & Beverage,1,4394.67,04-11-2022,Kanyon
I304680,C622869,Food & Beverage,5,2619.73,05-12-2021,Zorlu Center
I237940,C151463,Shoes,5,4884.3,03-12-2021,Emaar Square Mall
I117550,C236862,Cosmetics,1,4440.92,20-07-2022,Emaar Square Mall
I317209,C185066,Clothing,4,8836.94,13-03-2022,Viaport Outlet
I575801,C876299,Toys,4,8045.0,20-06-2022,Metropol AVM
I689018,C163189,Shoes,4,7834.54,12-05-2021,Kanyon
I164232,C173168,Cosmetics,4,4621.64,21-04-2021,Kanyon
I299753,C106142,Food & Beverage,1,1420.45,21-01-2021,Mall of Istanbul
I104792,C109832,Cosmetics,3,6593.69,03-09-2022,Mall of Istanbul
I929475,C101817,Clothing,4,6197.5,19-08-2022,Zorlu Center
I144812,C193551,Cosmetics,2,7099.26,11-12-2022,Mall of Istanbul
I296475,C120351,Clothing,3,7676.0,07-10-2022,Viaport Outlet
I101989,C269810,Clothing,4,8349.4,28-03-2021,Zorlu Center
I138442,C222786,Cosmetics,5,8685.31,22-12-2022,Mall of Istanbul
I289836,C795012,Toys,2,8124.33,25-08-2021,Metrocity
I101645,C683241,Clothing,4,4715.56,10-11-2022,Metrocity
I663311,C104082,Clothing,1,7440.78,23-02-2021,Metrocity
I856336,C200896,Clothing,1,1064.26,31-08-2022,Cevahir AVM
I143868,C196273,Food & Beverage,2,1468.82,18-08-2022,Metrocity
I187136,C326562,Clothing,4,8022.9,19-02-2023,Metrocity
I432357,C254969,Clothing,5,4851.03,10-12-2022,Kanyon
I191735,C213144,Shoes,1,4718.09,15-03-2021,Kanyon
I987274,C189347,Cosmetics,3,2112.89,14-03-2022,Metropol AVM
I283879,C125554,Souvenir,1,9514.47,21-12-2022,Forum Istanbul
I201299,C283852,Food & Beverage,1,3230.91,13-02-2021,Mall of Istanbul
I117627,C447598,Cosmetics,4,7723.33,01-03-2022,Kanyon
I515433,C108070,Shoes,3,6248.05,20-02-2023,Metrocity
I118444,C179407,Clothing,3,5482.45,13-01-2021,Mall of Istanbul
I272136,C591443,Toys,2,123.47,25-01-2022,Zorlu Center
I615778,C139590,Shoes,5,2089.58,06-03-2022,Kanyon
I156341,C215028,Clothing,5,4599.45,02-04-2021,Kanyon
I121036,C418019,Cosmetics,3,9772.51,30-11-2022,Kanyon
I156678,C251986,Technology,2,8724.6,15-11-2021,Cevahir AVM
I861512,C221221,Clothing,2,9843.31,05-02-2022,Metropol AVM
I106013,C272202,Food & Beverage,1,7155.24,01-01-2022,Mall of Istanbul
I290657,C127626,Shoes,1,360.5,15-10-2021,Kanyon
I778614,C172387,Toys,3,4072.72,27-11-2022,Cevahir AVM
I200045,C312572,Souvenir,1,8334.52,01-04-2022,Cevahir AVM
I631166,C314587,Cosmetics,1,5080.39,10-11-2022,Istinye Park
I708745,C121419,Shoes,5,4094.39,22-05-2022,Mall of Istanbul
I714951,C646618,Souvenir,3,9987.57,29-08-2021,Zorlu Center
I109594,C215674,Food & Beverage,2,1080.39,17-05-2022,Metropol AVM
I254525,C204410,Clothing,4,4600.68,16-01-2021,Mall of Istanbul
I205934,C302242,Food & Beverage,1,4970.88,16-06-2022,Istinye Park
I863773,C286224,Food & Beverage,5,3094.53,23-01-2021,Kanyon
I141206,C132473,Clothing,5,9581.95,17-05-2022,Metrocity
I180141,C327751,Toys,3,4220.2,13-02-2021,Istinye Park
I252514,C106154,Clothing,4,896.09,16-06-2021,Mall of Istanbul
I217399,C371035,Clothing,3,6224.84,19-01-2021,Mall of Istanbul
I588428,C667229,Food & Beverage,3,6936.3,10-11-2022,Metropol AVM
I264542,C814539,Books,5,5289.86,13-02-2023,Emaar Square Mall
I285674,C609924,Souvenir,4,5780.88,14-08-2022,Forum Istanbul
I336935,C461466,Clothing,2,4216.14,15-08-2022,Metrocity
I139039,C223744,Food & Beverage,5,4612.31,08-05-2022,Istinye Park
I201056,C627872,Clothing,5,7971.95,21-06-2021,Istinye Park
I940805,C240178,Food & Beverage,5,9716.78,01-10-2021,Zorlu Center
I315951,C147264,Food & Beverage,3,6829.67,03-07-2021,Kanyon
I152732,C159876,Clothing,5,812.08,03-04-2022,Mall of Istanbul
I933001,C168916,Technology,5,716.2,06-02-2021,Mall of Istanbul
I305044,C265522,Food & Beverage,5,3503.84,19-07-2021,Istinye Park
I121347,C301058,Cosmetics,2,6552.85,08-09-2021,Kanyon
I307754,C121726,Cosmetics,2,8554.5,29-12-2021,Metrocity
I147776,C877980,Clothing,5,2294.07,01-12-2022,Istinye Park
I114889,C292683,Clothing,3,2524.35,12-07-2022,Metrocity
I338614,C251188,Cosmetics,5,5983.53,18-08-2021,Mall of Istanbul
I311410,C145564,Clothing,5,1449.31,29-03-2021,Kanyon
I622411,C165613,Cosmetics,3,2468.72,26-12-2022,Metropol AVM
I708292,C816805,Food & Beverage,3,9581.99,03-02-2023,Kanyon
I297874,C813551,Books,4,1527.95,10-09-2021,Metropol AVM
I114265,C341245,Clothing,3,1862.31,02-03-2021,Metropol AVM
I234608,C885701,Clothing,4,3376.36,01-01-2021,Mall of Istanbul
I176767,C643748,Toys,5,7028.99,22-01-2021,Kanyon
I296703,C304063,Shoes,5,5808.83,20-12-2021,Metrocity
I663269,C157895,Clothing,1,1827.68,14-10-2021,Metropol AVM
I765398,C304723,Clothing,5,9566.9,24-11-2022,Mall of Istanbul
I210100,C315537,Toys,4,2232.77,02-12-2022,Metropol AVM
I351153,C304759,Shoes,1,8367.93,02-04-2021,Metrocity
I119172,C186286,Food & Beverage,2,5543.86,21-06-2022,Zorlu Center
I287197,C134991,Books,3,7846.43,26-06-2021,Cevahir AVM
I686123,C122015,Clothing,4,6864.27,31-08-2022,Kanyon
I215753,C327018,Souvenir,2,8570.64,06-03-2021,Metropol AVM
I313655,C193724,Toys,2,2146.33,17-05-2021,Zorlu Center
I793791,C108106,Clothing,1,3550.53,01-05-2021,Zorlu Center
I113357,C118792,Shoes,1,750.32,12-12-2021,Cevahir AVM
I253272,C263747,Clothing,5,6136.85,09-02-2023,Istinye Park
I644924,C282463,Cosmetics,3,4464.77,03-11-2022,Metropol AVM
I198527,C153022,Cosmetics,5,8855.75,26-01-2022,Mall of Istanbul
I619604,C588053,Food & Beverage,2,3819.93,24-08-2022,Kanyon
I148127,C252243,Toys,4,2395.4,18-10-2021,Metrocity
I417143,C780029,Food & Beverage,1,3096.42,18-03-2021,Viaport Outlet
I955838,C210460,Food & Beverage,5,2294.7,22-10-2021,Metrocity
I264535,C104816,Clothing,5,9219.47,11-10-2022,Kanyon
I237900,C195180,Clothing,1,4483.69,10-04-2022,Mall of Istanbul
I316623,C184884,Clothing,5,8288.49,07-09-2022,Viaport Outlet
I245905,C285559,Shoes,4,1643.38,18-02-2023,Kanyon
I208363,C169694,Clothing,1,6621.77,11-06-2022,Mall of Istanbul
I317636,C127778,Clothing,2,4575.42,24-02-2022,Metropol AVM
I337968,C228995,Food & Beverage,1,6468.51,11-04-2021,Kanyon
I568205,C180771,Clothing,3,452.95,17-12-2022,Kanyon
I277880,C263990,Clothing,2,5469.32,27-02-2022,Istinye Park
I336447,C254063,Toys,2,3804.8,12-12-2021,Metrocity
I127783,C171931,Clothing,1,444.91,20-05-2022,Emaar Square Mall
I312326,C226832,Food & Beverage,1,8150.7,13-04-2022,Metropol AVM
I198632,C682278,Toys,1,1501.58,11-04-2021,Kanyon
I287508,C289470,Shoes,2,5826.75,15-03-2021,Mall of Istanbul
I111007,C649610,Clothing,1,1695.57,16-07-2021,Mall of Istanbul
I333125,C760608,Souvenir,2,5946.04,04-03-2021,Istinye Park
